Mineral_name,Formula,Reference
Diaboleite,Pb₂ Cu Cl₂ O₄ H₄,"Cooper M. A., Hawthorne F. C., Diaboleite, Pb2Cu(OH)4Cl2, a defect perovskite structure with stereoactive lone-pair behavior of Pb, The Canadian Mineralogist, 33, 1125–1129 (1995)."
Gallobeudantite,Pb₆ Ga₃ As S O₁₇ H₉,"Jambor J. L., Owens D. R., Grice J. D., Feinglos M. N., Gallobeudantite, PbGa3[(AsO4),(SO4)]2(OH)6, a new mineral species from Tsumeb, Namibia, and associated new gallium analogues of the alunite - jarosite family, The Canadian Mineralogist, 34, 1305–1315 (1996)."
Gladite,Bi₅ Pb Cu S₉,"Topa D., Makovicky E., Balic-Zunic T., The structural role of excess Cu and Pb in gladite and krupkaite based on new refinements of their structure Sample: bd33, The Canadian Mineralogist, 40, 1147–1159 (2002)."
Nickelboussingaultite,N₂ H₂₀ Ni S₂ O₁₄,"Montgomery H., Lingafelter E. C., The crystal structure of Tutton's salts. II. Magnesium ammonium sulfate hexahydrate and nickel ammonium sulfate hexahydrate, Acta Crystallographica, 17, 1478–1479 (1964)."
Arsenoclasite,Mn₅ As₂ (O₁₂ H₄),"Moore P. B., Molin-Case J., Crystal chemistry of the basic manganese arsenates: V. Mixed manganese coordination in the atomic arrangement of arsenoclasite, American Mineralogist, 56, 1539–1552 (1971)."
Lamprophyllite,Ti₃ Si₄ Na₃ Sr₂ (O₁₈ H₂),"Krivovichev S. V., Armbruster T., Yakovenchuk V. N., Pakhomovsky Y. A., Men'shikov Y. P., Crystal structures of lamprophyllite-2M and lamprophyllite-2O from the Lovozero alkaline massif, Kola peninsula, Russia Note: displacement factors have been altered by Krivovichev, November 2003, European Journal of Mineralogy, 15, 711–718 (2003)."
Bobierrite,Mg₃ P₂ O₁₆,"Takagi S., Mathew M., Brown W. E., Crystal structures of bobierrite and synthetic Mg3(PO4)2(H2O)8, American Mineralogist, 71, 1229–1233 (1986)."
Cyanochroite,K₂ Cu S₂ O₁₄ H₁₂,"Bosi F., Belardi G., Ballirano P., Structural features in Tutton's salts K2[M2+(H2O)6](SO4)2, with M2+= Mg, Fe, Co, Ni, Cu, and Zn, American Mineralogist, 94, 74–82 (2009)."
Stranskiite,Zn₂ Cu As₂ O₈,"Plieth K., Sanger G., Die struktur des stranskiits Zn2Cu(AsO4)2, Zeitschrift fur Kristallographie, 124, 91–100 (1967)."
Fluoro-richterite,Si₈ Mg₅ (Na₂ Ca₂) K₄ O₂₂ F₂,"Cameron M., Sueno S., Papike J. J., Prewitt C. T., High temperature crystal chemistry of K and Na fluor-richterites Note: sample Na, T = 24 C, American Mineralogist, 68, 924–943 (1983)."
Heteromorphite,Pb₇ Sb₈ S₁₉,"Edenharter A., Die kristallstruktur von heteromorphit, Pb7Sb8S19, Zeitschrift fur Kristallographie, 151, 193–202 (1980)."
Kuznetsovite,Hg₃ As O₄ Cl,"Weil M., Preparation and crystal structures of (Hg3)(PO4)Cl, (Hg3)(AsO4)Cl and (Hg3)(AsO4)Br - mercury compounds with the triangular Hg4+3 cluster, Zeitschrift fur Naturforschung, B56, 753–758 (2001)."
Ezcurrite,Na₂ B₅ H₅ O₁₂,"Cannillo E., Dal Negro. A., Ungaretti L., The crystal structure of ezcurrite, American Mineralogist, 58, 110–115 (1973)."
Cotunnite,Pb Cl₂,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York, Crystal Structures, 1, 298–306 (1963)."
Moschelite,Hg I,"Kars M., Roisnel T., Dorcet V., Rebbah A., Carlos O. D. L., Redetermination of Hg2I2, Acta Crystallographica, Section E, 68, i11–i11 (2012)."
Oxygen,O,"Schiferl D., Cromer D. T., Schwalbe L. A., Mills R. L., Structure of 'Orange' 18O2 at 9.6 GPa and 297 K, Acta Crystallographica, Section B, 39, 153–157 (1983)."
Thoreaulite,Sn Ta₂ O₇,"Mumme W. G., The crystal structure of SnTa2O7, thoreaulite, an example of tin in five-fold coordination, American Mineralogist, 55, 367–377 (1970)."
Mawbyite,Pb Fe₂ As₂ O₁₀ H₂,"Kharisun, Taylor M. R., Bevan D. J. M., Rae A. D., Pring A., The crystal structure of mawbyite, PbFe2(AsO4)2(OH)2, Mineralogical Magazine, 61, 685–691 (1997)."
Bafertisite,Ba Fe₂ Ti Si₂ O₁₀ H₂,"Guan Y. S., Simonov V. I., Belov N. V., The crystal structure of bafertisite BaFe2TiO[Si2O7](OH)2, Doklady Akademii Nauk SSSR, 149, 1416–1419 (1963)."
Fluocerite-(Pr),Pr F₃,"Oftedal P., Ueber die Kristallstruktur von Tysonit und einigen kuenstlich dargestellten Lanthanidenfluoriden _cod_database_code 1010984, Zeitschrift fur Physikalische Chemie, 5, 272–292 (1929)."
Wilkmanite,Ni₃ Se₄,"Hiller J. E., Wegener W., Untersuchungen im system nickel-selen, Neues Jahrbuch fur Mineralogie, Abhandlungen, 94, 1147–1159 (1960)."
Frohbergite,Fe Te₂,"Tengner S., Uber diselenide und ditelluride von eisen, kobalt und nickel, Zeitschrift fur Anorganische und Allgemeine Chemie, 239, 126–132 (1938)."
Nordstrandite,Al (O₃ H₃),"Bosmans H. J., Unit cell and crystal structure of nordstrandite, Al(OH)3, Acta Crystallographica, Section B, 26, 649–652 (1970)."
Gebhardite,Pb₈ Cl₆ As₄ O₁₁,"Klaska R., Gebert W., Polytypie und struktur von gebhardit - Pb8OCl6(As2O5)2, Zeitschrift fur Kristallographie, 159, 75–76 (1982)."
Hexahydrite,Mg S O₁₀ H₁₂,"Zalkin A., Ruben H., Templeton D. H., The crystal structure and hydrogen bonding of magnesium sulfate hexahydrate, Acta Crystallographica, 17, 235–240 (1964)."
Jacquesdietrichite,Cu₂ B O₆ H₅,"Kampf A. R., Favreau G., Jacquesdietrichite, Cu2[BO(OH)2](OH)3, a new mineral from the Tachgagalt mine, Morocco: Description and crystal structure, European Journal of Mineralogy, 16, 361–366 (2004)."
Dewindtite,U₃ P₂ O₂₆ Pb₂,"Piret P., Piret-Meunier J., Deliens M., Composition chimique et structure cristalline de la dewindtite Pb3[H(UO2)3O2(PO4)2]2.12H2O, European Journal of Mineralogy, 2, 399–405 (1990)."
Vistepite,Sn Mn₄ Si₄ B₂ H₂ O₁₈,"Hybler J., Petricek V., Jurek K., Skala R., Cisarova I., Structure determination of vistepite SnMn4B2Si4O16(OH)2: Isotypism with bustamite, revised crystallographic data and composition, The Canadian Mineralogist, 35, 1283–1292 (1997)."
Bahariyaite,K Mn O₄,"Marabello D., Bianchi R., Cargnoni F., Gervasio G., An experimental (120 K) and theoretical electron-density study of KMnO4 and KClO4, Acta Crystallographica, Section A, 60, 494–501 (2004)."
Dufrenoysite,Pb₂ As₂ S₅,"Marumo F., Nowacki W., The crystal structure of dufrenoysite, Pb16As16S40, Zeitschrift fur Kristallographie, 124, 409–419 (1967)."
Uranium-gamma,U,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Body centered cubic, bcc, structure, Crystal Structures, 1, 7–83 (1963)."
Samarium,Sm,"Daane A. H., Rundle R. E., Smith H. G., Spedding F. H., The crystal structure of samarium Note: sample 99% pure, Acta Crystallographica, 7, 532–535 (1954)."
Monazite-(La),La P O₄,"Ni Y., Hughes J. M., Mariano A. N., Crystal chemistry of the monazite and xenotime structures, American Mineralogist, 80, 21–26 (1995)."
Heazlewoodite,Ni₃ S₂,"Fleet M. E., The crystal structure of heazlewoodite, and metallic bonds in sulfide minerals, American Mineralogist, 62, 341–345 (1977)."
Shakhovite,Hg₄ Sb O₆ H₃,"Tillmanns E., Krupp R., Abraham K., New data on the mercury antimony mineral shakhovite: Chemical composition, unit cell and crystal structure, Tschermaks Mineralogische und Petrographische Mitteilungen, 30, 227–235 (1982)."
Geminite,Cu As H₃ O₅,"Cooper M. A., Hawthorne F. C., The crystal structure of geminite, Cu(AsO3OH)(H2O), a heteropolyhedral sheet structure, The Canadian Mineralogist, 33, 1111–1118 (1995)."
Naumannite,Ag₂ Se,"Wiegers G. A., The crystal structure of the low-temperature form of silver selenide, American Mineralogist, 56, 1882–1888 (1971)."
Manganese-gamma,Mn,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Sample at T = 1100 C, Crystal Structures, 1, 7–83 (1963)."
Niningerite,Mg S,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York rocksalt structure, Crystal Structures, 1, 85–237 (1963)."
Hartite,C₅,"Bouska V., Cisarova I., Skala R., Dvorak A., Zelinka J., Zak K., Hartite from Bilina, American Mineralogist, 83, 1340–1346 (1998)."
Manganese-delta,Mn,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Sample at T = 1140 C, stable till melting point at 1245 C, Crystal Structures, 1, 7–83 (1963)."
Grandreefite,Pb₂ S F₂ O₄,"Kampf A. R., Grandreefite, Pb2F2SO4: Crystal structure and relationship to the lanthanide oxide sulfates, Ln2O2SO4, American Mineralogist, 76, 278–282 (1991)."
Hydrogen peroxide,H O,"Busing W., Levy A., Crystal and molecular structure of hydrogen peroxide. A neutron-diffraction study _cod_database_code 1008189, Journal of Chemical Physics, 42, 3054–3059 (1965)."
Stumpflite,Pt Sb,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Note: ideal nickel arsenide structure, Crystal Structures, 1, 85–237 (1963)."
Sardignaite,Bi Mo₂ O₁₀,"Orlandi P., Pasero M., Bigi S., Sardignaite, a new mineral, the second known bismuth molybdate: description and crystal structure, Mineralogy and Petrology, 100, 17–22 (2010)."
Humboldtine,Fe C₂ O₆ H₄,"Echigo T., Kimata M., Single-crystal X-ray diffraction and spectroscopic studies on humboldtine and lindbergite: weak Jahn-Teller effect of Fe2+ ion, Physics and Chemistry of Minerals, 35, 467–475 (2008)."
Hafnon,Hf Si O₄,"Speer J. A., Cooper B. J., Crystal structure of synthetic hafnon, HfSiO4, comparison with zircon and the actinide orthosilicates, American Mineralogist, 67, 804–808 (1982)."
Magnesiotaaffeite-2N2S,Mg₃ Al₈ Be O₁₆,"Nuber B., Schmetzer K., Crystal structure of ternary Be-Mg-Al oxides: taaffeite, BeMg3Al8O16, and musgravite, BeMg2Al6O12 Note: formerly known as taaffeite-8H, Neues Jahrbuch fur Mineralogie, Monatshefte, 1983, 393–402 (1983)."
Thulium,Tm,"Spedding F. H., Daane A. H., Herrmann K. W., The crystal structures and lattice parameters of high-purity scandium, yttrium and the rare earth metals Note: sample 99.9% pure, Acta Crystallographica, 9, 559–563 (1956)."
Supercubane,C,"Fayos J., Possible 3D carbon structures as progressive intermediates in graphite to diamond phase transition Note: mathematical model, phase: supercubane, Journal of Solid State Chemistry, 148, 278–285 (1999)."
Cafetite,Ti₂ Ca O₆ H₂,"Krivovichev S. V., Yakovenchuk V. N., Burns P. C., Pakhomovsky Y. A., Menshikov Y. P., Cafetite, Ca[Ti2O5](H2O): Crystal structure and revision of chemical formula, American Mineralogist, 88, 424–429 (2003)."
Titanium,Ti,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Hexagonal closest packed, hcp, structure, Crystal Structures, 1, 7–83 (1963)."
Meyerhofferite,Ca B₃ O₉ H₇,"Burns P. C., Hawthorne F. C., Hydrogen bonding in meyerhofferite: An X-ray and structure energy study from Mount Blanco, Death Valley, California, The Canadian Mineralogist, 31, 305–312 (1993)."
Alarsite,Al As O₄,"Machatschki F., Die kristallstruktur von tiefquarz SiO2 und aluminiumorthoarsenat AlAsO4, Zeitschrift fur Kristallographie, 94, 222–230 (1936)."
Naquite,Fe Si,"Vocadlo L., Knight K. S., Price G. D., Wood I. G., Thermal expansion and crystal structure of FeSi between 4 and 1173 K determined by time-of-flight neutron powder diffraction Sample: T = 300 K, epsilon FeSi phase, Physics and Chemistry of Minerals, 29, 132–139 (2002)."
Qaqarssukite-(Ce),Ce Ba C₂ O₆ F,"Grice J. D., Gault R. A., Rowe R., Johnsen O., Qaqarssukite-(Ce), a new barium-cerium fluorcarbonate mineral species from Qaqarssuk, Greenland, The Canadian Mineralogist, 44, 1137–1146 (2006)."
Merenskyite,Pd Te₂,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Note: cadmium iodide structure, Crystal Structures, 1, 239–444 (1963)."
Tenorite,Cu O,"Asbrink S., Norrby L. J., A refinement of the crystal structure of copper(II) oxide, with a discussion of some exceptional E.s.d.'s, Acta Crystallographica, Section B, 26, 8–15 (1970)."
Orthominasragrite,V S O₁₀ H₁₀,"Hawthorne F. C., Schindler M., Grice J. D., Haynes P., Orthominasragrite, VO(SO4)(H2O)5, a new mineral species from Temple Mountain, Emery county, Utah, U.S.A., The Canadian Mineralogist, 39, 1325–1331 (2001)."
Genthelvite,Zn₄ O₁₂ Be₃ Si₃ S,"Hassan I., Grundy H. D., The crystal structures of helvite group minerals, (MnFeZn)8(Be6Si6O24)S2, American Mineralogist, 70, 186–192 (1985)."
Kononovite,Na Mg S O₄ F,"Reynaud M., Barpanda P., Rousse G., Chotard J. N., Melot B. C., Recham N., Tarascon J. M., Synthesis and crystal chemistry of the NaMSO4F family (M=Mg,Fe,Co,Cu,Zn), Solid State Sciences, 14, 15–20 (2012)."
Ternesite,Ca₅ Si₂ S O₁₂,"Irran E., Tillmanns E., Hentschel G., Ternesite, Ca5(SiO4)2SO4, a new mineral from the Ettringer Bellerberg/Eifel, Germany, Mineralogy and Petrology, 60, 121–132 (1997)."
Plumboselite,Pb₃ Se O₅,"Kampf A. R., Mills S. J., Pinch W. W., Plumboselite, Pb3O2(SeO3), a new oxidation-zone mineral from Tsumeb, Namibia, Mineralogy and Petrology, 101, 75–80 (2011)."
Friedelite,Mn₈ Si₆ O₂₄ Cl H₉,"Kato T., Watanabe I., The crystal structures of schallerite and friedelite, Yamaguchi University, College of Arts Bulletin, 26, 51–63 (1992)."
Djurleite,Cu₃₁ S₁₆,"Evans H. T., The crystal structures of low chalocite and djurleite, Zeitschrift fur Kristallographie, 150, 299–320 (1979)."
Damaraite,Pb₃ O₃ Cl H,"Krivovichev S. V., Burns P. C., Crystal chemistry of lead oxide chlorides. I. Crystal structures of synthetic mendipite, Pb3O2Cl2, and synthetic damaraite, Pb3O2(OH)Cl, European Journal of Mineralogy, 13, 801–809 (2001)."
Phuralumite,Al₂ U₃ P₂ O₃₀,"Piret P., Piret-Meunier J., Declercq J. P., Structure of phuralumite, Acta Crystallographica, Section B, 35, 1880–1882 (1979)."
Crawfordite,Sr P Na₃ C O₇,"Sokolova E. V., Khomyakov A. P., Crystal structure of a new mineral Na3SePO4CO3 from bredleyite group, Doklady Akademii Nauk SSSR, 322, 531–535 (1992)."
Carlfriesite,Te₃ Ca O₈,"Effenberger H., Zemann J., Mayer H., Carlfriesite: crystal structure, revision of chemical formula, and synthesis, American Mineralogist, 63, 847–852 (1978)."
Guanajuatite,Bi₂ Se₃,"Caracas R., Gonze X., First-principles study of the electronic properties of A2B3 minerals, with A=Bi,Sb and B=S,Se Note: Hypothetical sulphosalt structure derived from density functional theory, Physics and Chemistry of Minerals, 32, 295–300 (2005)."
Aravaipaite,Pb₃ Al F₉ O,"Kampf A. R., The crystal structure of aravaipaite, American Mineralogist, 86, 927–931 (2001)."
Fluorapatite,Ca₅ P₃ O₁₂ F,"Hughes J. M., Cameron M., Crowley K. D., Structural variations in natural F, OH, and Cl apatites, American Mineralogist, 74, 870–876 (1989)."
Erbium,Er,"Spedding F. H., Daane A. H., Herrmann K. W., The crystal structures and lattice parameters of high-purity scandium, yttrium and the rare earth metals Note: sample 99.8% pure, Acta Crystallographica, 9, 559–563 (1956)."
Moeloite,Pb₆ Sb₆ S₁₇,"Orlandi P., Meerschaut A., Palvadeau P., Merlino S., Lead-antimony sulfosalts from Tuscany (Italy). V. Definition and crystal structure of moeloite, Pb6Sb6S14(S3), a new mineral from the Ceragiola marble quarry, European Journal of Mineralogy, 14, 599–606 (2002)."
Moganite,Si O₂,"Heaney P. J., Post J. E., Evidence for an I2/a to Imab phase transition in the silica polymorph moganite at ~570 K Sample: T = 298 K, neutron, American Mineralogist, 86, 1358–1366 (2001)."
Pilsenite,Bi₄ Te₃,"Yamana K., Kihara K., Matsumoto T., Bismuth tellurides: BiTe and Bi4Te3 Note: anisoB's from ICSD, Acta Crystallographica, Section B, 35, 147–149 (1979)."
Stromeyerite,Cu Ag S,"Baker C. L., Lincoln F. J., Johnson A. W. S., A low-temperature structural phase transformation in CuAgS Sample: T = 298 K, Acta Crystallographica, Section B, 47, 891–899 (1991)."
Ameghinite,Na B₃ O₇ H₄,"Dal Negro. A., Pozas J. M. M., Ungaretti L., The crystal structure of ameghinite, American Mineralogist, 60, 879–883 (1975)."
Monazite-(Nd),Nd P O₄,"Ni Y., Hughes J. M., Mariano A. N., Crystal chemistry of the monazite and xenotime structures, American Mineralogist, 80, 21–26 (1995)."
Peterandresenite,Mn₄ Nb₆ O₃₃ H₂₈,"Friis H., Larsen A. O., Kampf A. R., Evans R. J., Selbekk, Sanchez A. A., Kihle J., Peterandresenite, Mn4Nb6O19*14H2O, a new mineral containing the Lindqvist ion from a syenite pegmatite of the Larvik Plutonic Complex, southern Norway, European Journal of Mineralogy, 26, 567–576 (2014)."
Znamenskyite,Pb₄ In₂ Bi₄ S₁₃,"Kramer V., Lead indium bismuth chalcogenides. III. Structure of Pb4In2Bi4S13, Acta Crystallographica, Section C, 42, 1089–1091 (1986)."
Cryolithionite,Na₃ Al₂ Li₃ F₁₂,"Geller S., Refinement of the crystal structure of cryolithionite, {Na3}[Al2](Li3)F12, American Mineralogist, 56, 18–23 (1971)."
Laurionite,Pb O H Cl,"Venetopoulos C. C., Rentzeperis P. J., The crystal structure of laurionite, Pb(OH)Cl, Zeitschrift fur Kristallographie, 141, 246–259 (1975)."
Cappelenite-(Y),Ba Y₆ Si₃ B₆ O₂₄ F₂,"Shen J., Moore P. B., Crystal structure of cappelenite, Ba(Y,RE)6[Si3B6O24]F2: a silicoborate sheet structure, American Mineralogist, 69, 190–195 (1984)."
Cuprorivaite,Ca Cu Si₄ O₁₀,"Chakoumakos B. C., Fernandez-Baca J. A., Boatner L. A., Refinement of the structures of the layer silicates MCuSi4O10 (M=Ca,Sr,Ba) by Rietveld analysis of neutron powder diffraction data Note: gillespite structure, Journal of Solid State Chemistry, 103, 105–113 (1993)."
Kieserite,Mg S O₅ H₂,"Talla D., Wildner M., Investigation of the kieserite-szomolnokite solid-solution series, (Mg,Fe)SO4*H2O, with relevance to Mars: Crystal chemistry, FTIR, and Raman spectroscopy under ambient and martian temperature conditions Note: Sample Mg1.00Fe0.00, American Mineralogist, 104, 1732–1749 (2019)."
Srebrodolskite,Ca₂ Fe₂ O₅,"Redhammer G. J., Tippelt G., Roth G., Amthauer G., Structural variations in the brownmillerite series Ca2(Fe2-xAlx)O5: Single-crystal X-ray diffraction at 25 deg C and high temperature X-ray powder diffraction (25 C <= T <= 1000 C) Sample: bx000_1, American Mineralogist, 89, 405–420 (2004)."
